-0.316343,0.351651,0.0575,0.651063,-0.275894,-0.651063,-0.275894,-0.00562498,-0.302724,0.0865,0,0,-0.937933,0.346818,-0.141053,-0.269297,0.0865,-0,0,0.955435,-0.295201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573451,0.15708,-2.70177,-2.61625,2.02633,-0.380482,0.174533,1.41156,-0.235049,-1.55766,-0.70322,0.194063,0.296805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.629888
-0.316343,0.351651,0.0575,0.651063,-0.275894,-0.651063,-0.275894,-0.00562498,-0.302724,0.0865,0,0,-0.937933,0.346818,-0.141053,-0.269297,0.0865,-0,0,0.955435,-0.295201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.26662,-0.680577,0.104474,-1.5713,-1.34266,0.0608977,1.8353,0.15708,-2.70177,-2.61625,-2.02633,-0.380482,0.174533,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.902024
-0.316343,0.351651,0.0575,0.651063,-0.275894,-0.651063,-0.275894,-0.00562498,-0.302724,0.0865,0,0,-0.937933,0.346818,-0.141053,-0.269297,0.0865,-0,0,0.955435,-0.295201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15708,-2.70177,-2.61625,2.02633,-0.380482,0.174533,1.06387,0.685008,-0.0288487,1.86294,0.158492,2.25928,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.704376
-0.316343,0.351651,0.0575,0.651063,-0.275894,-0.651063,-0.275894,-0.00562498,-0.302724,0.0865,0,0,-0.937933,0.346818,-0.141053,-0.269297,0.0865,-0,0,0.955435,-0.295201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.96706,0.15708,-2.70177,-2.61625,2.02633,-0.380482,0.174533,1.44697,-0.0248274,-1.53301,1.33985,0.612387,-1.90619,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.817772
-0.316343,0.351651,0.0575,0.651063,-0.275894,-0.651063,-0.275894,-0.00562498,-0.302724,0.0865,0,0,-0.937933,0.346818,-0.141053,-0.269297,0.0865,-0,0,0.955435,-0.295201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.27838,0.594481,-1.94366,2.10299,-0.713841,-2.20637,0.15708,-2.70177,-2.61625,-2.02633,-0.380482,0.174533,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.856699
-0.316343,0.351651,0.0575,0.651063,-0.275894,-0.651063,-0.275894,-0.00562498,-0.302724,0.0865,0,0,-0.937933,0.346818,-0.141053,-0.269297,0.0865,-0,0,0.955435,-0.295201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573451,0.15708,-2.70177,-2.61625,2.02633,-0.380482,0.174533,0.961684,-0.310657,-1.23025,1.20042,0.704066,-1.89808,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.858961
-0.316343,0.351651,0.0575,0.651063,-0.275894,-0.651063,-0.275894,-0.00562498,-0.302724,0.0865,0,0,-0.937933,0.346818,-0.141053,-0.269297,0.0865,-0,0,0.955435,-0.295201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573451,0.15708,-2.70177,-2.61625,2.02633,-0.380482,0.174533,0.961684,-0.310657,-1.23025,1.20042,0.704066,-1.89808,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.502038
-0.316343,0.351651,0.0575,0.651063,-0.275894,-0.651063,-0.275894,-0.00562498,-0.302724,0.0865,0,0,-0.937933,0.346818,-0.141053,-0.269297,0.0865,-0,0,0.955435,-0.295201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573451,0.15708,-2.70177,-2.61625,2.02633,-0.380482,0.174533,1.41156,-0.235049,-1.55766,-0.70322,0.194063,0.296805,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1.48885
-0.316343,0.351651,0.0575,0.651063,-0.275894,-0.651063,-0.275894,-0.00562498,-0.302724,0.0865,0,0,-0.937933,0.346818,-0.141053,-0.269297,0.0865,-0,0,0.955435,-0.295201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573451,0.15708,-2.70177,-2.61625,2.02633,-0.380482,0.174533,1.41156,-0.235049,-1.55766,-0.70322,0.194063,0.296805,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1.13193
-0.316343,0.351651,0.0575,0.651063,-0.275894,-0.651063,-0.275894,-0.00562498,-0.302724,0.0865,0,0,-0.937933,0.346818,-0.141053,-0.269297,0.0865,-0,0,0.955435,-0.295201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.26662,-0.680577,0.104474,-1.5713,-1.34266,0.0608977,1.8353,0.15708,-2.70177,-2.61625,-2.02633,-0.380482,0.174533,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1.40223
